Status,Laptop,Brand,Model,CPU,GPU,RAM,Storage,Storage type,Screen,Touch,CPU_score,GPU_score,Final Price
New,ASUS TUF Dash F15 FX517ZR-HN081,Asus,TUF,Intel Core i7-12650H,RTX 3070,32,1000,SSD,15.6,0,22065.0,22238.0,31168500.0
New,MSI Stealth 16 Studio A13VF-041XES,MSI,Stealth,Intel Core i7-13700H,RTX 4060,16,1000,SSD,16.0,0,26456.0,19703.0,37108500.0
New,HP Victus 15-fa0023np,HP,Victus,Intel Core i5-12450H,RTX 3050,16,512,SSD,15.6,0,16401.0,9466.0,17324835.0
New,ASUS ROG Strix Scar 16 2023 G634JZ-N4004,Asus,ROG,Intel Core i9-13980HX,RTX 4080,32,1000,SSD,16.0,0,46648.0,34435.0,51133500.0
New,Prixton Flex Pro,Prixton,Flex,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,11.6,1,1546.0,317.0,5444175.0
New,MSI Titan GT77 HX 13VI-006ES,MSI,Titan,Intel Core i9-13980HX,RTX 4090,128,2000,SSD,17.3,0,46648.0,38262.0,98983500.0
New,Alurin Go,Alurin,Go,Intel Pentium N4200,Intel HD Graphics 505,8,128,SSD,14.1,0,2169.0,361.0,6352500.0
New,LG Gram 17Z95P,LG,Gram,Intel Evo Core i7-1195G7,Intel Iris Xe Graphics,16,512,SSD,17.0,0,10549.0,2657.0,29683500.0
New,ASUS ROG Flow X16 2023 GV601VI-NL017W,Asus,ROG,Intel Core i9-13900H,RTX 4070,32,1000,SSD,16.0,1,27858.0,26942.0,49483500.0
New,Samsung Galaxy Book3 Pro 360,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,16,512,SSD,16.0,1,18760.0,2657.0,34468500.0
New,Alurin Flex Advance,Alurin,Flex Advance,Intel Core i7-1255U,Intel Iris Xe Graphics,16,500,SSD,15.6,0,13289.0,2657.0,12193500.0
New,HP Envy 16-h0005ns,HP,Envy,Intel Core i7-12700H,RTX 3060,16,1000,SSD,16.0,0,25766.0,16840.0,32983500.0
New,MSI Stealth 16 Studio A13VG-034ES,MSI,Stealth,Intel Core i7-13700H,RTX 4070,32,1000,SSD,16.0,0,26456.0,26942.0,45358500.0
New,Acer Swift X SFX14-41G-R477,Acer,Swift,AMD Ryzen 7 5700U,RTX 3050,16,1000,SSD,14.0,0,15676.0,9466.0,24304665.0
New,MSI Creator Z16 HX Studio B13VFTO-045ES,MSI,Creator,Intel Core i9-13950HX,RTX 4060,32,1000,SSD,16.0,1,41877.0,19703.0,47833500.0
New,Samsung Galaxy Book3 360,Samsung,Galaxy Book,Intel Evo Core i5-1340P,Intel Iris Xe Graphics,16,512,SSD,13.3,1,18784.0,2657.0,24568500.0
New,ASUS VivoBook 15 F1502ZA-EJ1033W,Asus,VivoBook,Intel Core i5-1235U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,12993.0,2657.0,10163505.0
New,Gigabyte AERO 14 OLED BMF-72ESBB4SH,Gigabyte,Aero,Intel Core i7-13700H,RTX 4050,16,1000,SSD,14.0,0,26456.0,14435.0,32488665.0
New,MSI Creator Z16 HX Studio B13VGTO-033ES,MSI,Creator,Intel Core i7-13700HX,RTX 4070,32,1000,SSD,16.0,1,32855.0,26942.0,48658500.0
New,MSI Stealth 14 Studio A13VF-050ES,MSI,Stealth,Intel Core i7-13700H,RTX 4060,16,1000,SSD,14.0,0,26456.0,19703.0,38758665.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Intel Iris Plus Graphics 645,8,256,SSD,13.0,0,7443.0,1749.0,10465125.0
New,ASUS ZenBook Pro Duo 15 OLED UX582ZM-H2030W,Asus,ZenBook,Intel Core i7-12700H,RTX 3060,32,1000,SSD,15.6,1,25766.0,16840.0,46183500.0
New,ASUS ROG Zephyrus Duo 16 2023 GX650PY-NM003W,Asus,ROG,AMD Ryzen 9 7945HX,RTX 4090,64,2000,SSD,16.0,0,54683.0,38262.0,85123500.0
New,Gigabyte AERO 17 XE5-73ES738HP,Gigabyte,Aero,Intel Core i7-12700H,RTX 3070,16,2000,SSD,17.3,0,25766.0,22238.0,49483500.0
New,Microsoft Surface GO 3,Microsoft,Surface Go,Intel Pentium Gold 6500Y,Intel UHD Graphics 617,8,128,SSD,10.5,1,3027.0,855.0,9883665.0
New,HP Victus 15-fa1002ns,HP,Victus,Intel Core i7-13700H,RTX 4050,16,512,SSD,15.6,0,26456.0,14435.0,21433665.0
New,MSI Prestige 16 A12UD-221XES,MSI,Prestige,Intel Core i7-1280P,RTX 3050,16,1000,SSD,16.0,0,20311.0,9466.0,31168500.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Max 12 Core 3680 MHz,Apple M2 Max GPU,32,1000,SSD,16.2,0,26767.0,23250.0,62683500.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Max 12 Core 3680 MHz,Apple M2 Max GPU,32,1000,SSD,14.2,0,26767.0,23250.0,55753665.0
New,Apple MacBook Air,Apple,MacBook Air,Apple M1 8 Core 3200 MHz,Apple M1 GPU,8,512,SSD,13.3,0,14145.0,4850.0,22258500.0
Refurbished,HP EliteBook 840 G3,HP,EliteBook,Intel Core i5-6200U,Intel HD Graphics 520,16,256,SSD,14.0,0,2994.0,864.0,4812885.0
New,Gigabyte AERO 16 OLED BSF-73ES994SO,Gigabyte,Aero,Intel Core i7-13700H,RTX 4070,16,1000,SSD,16.0,0,26456.0,26942.0,38098665.0
New,Primux ioxbook 1406F,Primux,Ioxbook,Intel Celeron N4000,Intel UHD Graphics 600,4,128,SSD,14.0,0,1428.0,317.0,3448335.0
New,Lenovo IdeaPad 3 15ALC6,Lenovo,IdeaPad,AMD Ryzen 5 5500U,AMD Radeon Graphics,16,512,SSD,15.6,0,12868.0,1970.0,11368665.0
New,Apple Macbook Pro,Apple,MacBook Pro,Apple M2 8 Core 3500 MHz,Apple M2 GPU,8,512,SSD,13.3,0,15648.0,6300.0,30508500.0
New,ASUS VivoBook 16X M1603QA-MB155,Asus,VivoBook,AMD Ryzen 5 5600H,AMD Radeon Graphics,8,512,SSD,16.0,0,16751.0,2297.0,7224855.0
New,Lenovo V15 G2,Lenovo,V15,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,7309665.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Apple M2 Pro GPU,16,1000,SSD,14.2,0,26649.0,12450.0,45028665.0
New,Acer Aspire 3 A315-43-R4VC,Acer,Aspire,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,512,SSD,15.6,0,12868.0,1970.0,13513500.0
New,MSI Creator Z16 HX Studio B13VFTO-046ES,MSI,Creator,Intel Core i7-13700HX,RTX 4060,16,1000,SSD,16.0,1,32855.0,19703.0,43708500.0
New,MSI Stealth 14 Studio A13VE-052XES,MSI,Stealth,Intel Core i7-13700H,RTX 4050,16,1000,SSD,14.0,0,26456.0,14435.0,32818665.0
New,MSI Summit E14 FlipEvo A12MT-056ES,MSI,Summit,Intel Core i7-1280P,Intel Iris Xe Graphics,16,1000,SSD,14.0,1,20311.0,2657.0,28872030.0
New,Microsoft Surface Laptop 5 Negro,Microsoft,Surface Laptop,Intel Evo Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,13.5,1,12993.0,2657.0,23413500.0
New,PcCom Revolt 3060,PcCom,Revolt,Intel Core i7-12700H,RTX 3060,32,500,SSD,15.6,0,25766.0,16840.0,28033500.0
New,Lenovo V15 G3 ABA,Lenovo,V15,AMD Ryzen 7 5825U,AMD Radeon Graphics,16,512,SSD,15.6,0,18219.0,2351.0,10229835.0
New,MSI Summit E14 Flip Evo A13MT-227ES,MSI,Summit,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,16,1000,SSD,14.0,1,18760.0,2657.0,27868500.0
New,HP 255 G9,HP,255,AMD Ryzen 3 5425U,AMD Radeon Graphics,8,256,SSD,15.6,0,11185.0,1691.0,6369825.0
New,Prixton Netbook Pro,Prixton,Netbook Pro,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,14.1,0,1546.0,317.0,4949010.0
New,HP 15S-EQ2132NS,HP,15S,AMD Ryzen 3 5300U,AMD Radeon Graphics,8,512,SSD,15.6,0,9612.0,1539.0,6864000.0
New,Lenovo V15 G2 ALC,Lenovo,V15,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,256,SSD,15.6,0,12868.0,1970.0,8728500.0
New,Microsoft Surface Laptop Go 2,Microsoft,Surface Laptop,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,128,SSD,12.4,1,9564.0,2657.0,12688500.0
New,ASUS ROG Zephyrus G14 2023 GA402XV-N2041,Asus,ROG,AMD Ryzen 9 7940HS,RTX 4060,32,1000,SSD,14.0,0,30132.0,19703.0,37933500.0
New,ASUS ROG Flow X13 2023 GV302XV-MU006W,Asus,ROG,AMD Ryzen 9 7940HS,RTX 4060,16,1000,SSD,13.4,1,30132.0,19703.0,32983500.0
New,MSI Raider GE78HX 13VH-066XES,MSI,Raider,Intel Core i7-13700HX,RTX 4080,32,1000,SSD,17.0,0,32855.0,34435.0,61033500.0
New,Alurin Flex Advance,Alurin,Flex Advance,Intel Core i5-1155G7,Intel Iris Xe Graphics,8,500,SSD,15.6,0,9814.0,2657.0,9900000.0
New,HP 250 G9,HP,250,Intel Core i5-1235U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,12993.0,2657.0,10048665.0
New,HP ChromeBook 14b-na0013ns,HP,Chromebook,AMD Athlon Silver 3050C,AMD Radeon Graphics,4,64,eMMC,14.0,0,2879.0,485.0,6913500.0
New,Gigabyte AORUS 15X ASF-B3ES754SH,Gigabyte,Aorus,Intel Core i9-13900HX,RTX 4070,16,1000,SSD,15.6,0,43218.0,26942.0,35953500.0
New,Microsoft Surface Pro 9 Grafito,Microsoft,Surface Pro,Intel Evo Core i7-1255U,Intel Iris Xe Graphics,16,256,SSD,13.0,1,13289.0,2657.0,30673500.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 10 Core 3480 MHz,Apple M2 Pro GPU,32,512,SSD,14.2,0,21851.0,12450.0,44863500.0
New,MSI Modern 15 B12M-025XES,MSI,Modern,Intel Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,15.6,0,12993.0,2657.0,13183500.0
New,MSI Stealth 14 Studio A13VF-049XES,MSI,Stealth,Intel Core i7-13700H,RTX 4060,16,1000,SSD,14.0,0,26456.0,19703.0,35623500.0
New,ASUS M515UA-R75BLHDSS1,Asus,M515UA,AMD Ryzen 7 5700U,AMD Radeon Graphics,8,512,SSD,15.6,0,15676.0,2241.0,11282865.0
New,MSI Creator M16 B13UDX-684XES,MSI,Creator,Intel Core i7-13700H,RTX 3050,32,1000,SSD,16.0,0,26456.0,9466.0,28033665.0
New,ASUS ROG Flow Z13 2023 GZ301VU-MU006W,Asus,ROG,Intel Core i9-13900H,RTX 4050,16,1000,SSD,13.4,1,27858.0,14435.0,34633500.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 10 Core 3480 MHz,Apple M2 Pro GPU,32,1000,SSD,14.2,0,21851.0,12450.0,48493665.0
New,MSI Summit E16 Flip A13VET-084XES,MSI,Summit,Intel Core i7-1360P,RTX 4050,32,1000,SSD,16.0,1,18760.0,14435.0,34633500.0
New,HP Notebook 14S-dq0009ns,HP,Notebook,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,14.0,0,1546.0,317.0,5428500.0
New,Asus M515UA-EJ374,Asus,M515UA,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,512,SSD,15.6,0,12868.0,1970.0,6649335.0
New,Lenovo V15 G2 ITL,Lenovo,V15,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,256,SSD,15.6,0,9564.0,2657.0,7611780.0
Refurbished,Lenovo ThinkPad T480,Lenovo,ThinkPad,Intel Core i5-8350U,Intel UHD Graphics 620,16,256,SSD,14.0,0,6144.0,1042.0,9471000.0
New,ASUS ROG Strix Scar 16 2023 G634JZ-NM010W,Asus,ROG,Intel Core i9-13980HX,RTX 4080,32,2000,SSD,16.0,0,46648.0,34435.0,57733665.0
New,Microsoft Surface Laptop 5 Alcántara,Microsoft,Surface Laptop,Intel Evo Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,13.5,1,12993.0,2657.0,23413500.0
New,Microsoft Surface Pro 9 Zafiro,Microsoft,Surface Pro,Intel Evo Core i5-1235U,Intel Iris Xe Graphics,8,256,SSD,13.0,1,12993.0,2657.0,21433500.0
New,LG Gram 17ZD90R-G.AX75B,LG,Gram,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,16,512,SSD,17.0,0,18760.0,2657.0,28033500.0
New,HP 470 G9,HP,470,Intel Core i7-1255U,MX550,16,512,SSD,17.3,0,13289.0,4545.0,21450000.0
New,ASUS F1500EA-BQ3072,Asus,VivoBook,Intel Core i3-1115G4,Intel UHD Graphics,8,512,SSD,15.6,0,5934.0,1495.0,6138000.0
New,Razer Blade 16 Doble Resolución UHD+/FHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4090,32,2000,SSD,16.0,0,41877.0,38262.0,82483665.0
New,Asus Rog Strix G15 G513QR-HF118,Asus,ROG,AMD Ryzen 7 5800H,RTX 3070,32,1000,SSD,15.6,0,20856.0,22238.0,34303665.0
New,Dell Vostro 3520,Dell,Vostro,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,13289.0,2657.0,16463535.0
New,LG Gram 14ZB90Q,LG,Gram,Intel Core i5-1240P,Intel Iris Xe Graphics,16,512,SSD,14.0,0,16671.0,2657.0,18958500.0
New,Primux Ioxbook 15CA,Primux,Ioxbook,Intel Celeron N4000,Intel UHD Graphics 600,8,256,SSD,15.6,0,1428.0,317.0,3778500.0
New,HP 15S-FQ2173NS,HP,15S,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,9113445.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Apple M2 Pro GPU,16,512,SSD,16.2,0,26649.0,12450.0,45028665.0
New,Microsoft Surface Pro 9 Grafito,Microsoft,Surface Pro,Intel Evo Core i5-1235U,Intel Iris Xe Graphics,8,256,SSD,13.0,1,12993.0,2657.0,21433500.0
New,Alurin Go,Alurin,Go,Intel Pentium N4200,Intel HD Graphics 505,8,256,SSD,14.1,0,2169.0,361.0,5443515.0
New,HP Spectre x360 14-ef0003ns,HP,Spectre,Intel Evo Core i7-1255U,Intel Iris Xe Graphics,16,1000,SSD,13.5,1,13289.0,2657.0,28033665.0
New,LG Gram 15Z90R-G.AD78B,LG,Gram,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,32,1000,SSD,15.0,0,18760.0,2657.0,31828665.0
New,Samsung Galaxy Book3 Pro,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,16,512,SSD,16.0,0,18760.0,2657.0,32174835.0
New,Lenovo ThinkPad L15 Gen 3,Lenovo,ThinkPad,Intel Core i5-1235U,Intel Iris Xe Graphics,8,256,SSD,15.6,0,12993.0,2657.0,19387335.0
New,Lenovo IdeaPad Gaming 3 15ACH6-302,Lenovo,IdeaPad,AMD Ryzen 5 5600H,GTX 1650,8,256,SSD,15.6,0,16751.0,7878.0,13762815.0
New,Alurin Flex,Alurin,Flex,Intel Core i3-10110U,Intel UHD Graphics,8,128,SSD,14.0,0,3866.0,1495.0,6583500.0
New,Medion Akoya E15301 MD62123,Medion,Akoya,AMD Ryzen 3 3200U,AMD Radeon Vega 3 Graphics,8,256,SSD,15.6,0,3751.0,889.0,8728500.0
New,Microsoft Surface Laptop 4 Platino,Microsoft,Surface Laptop,AMD Ryzen 7 4980U,AMD Radeon Graphics,8,256,SSD,15.0,1,17469.0,1527.0,23908500.0
New,Razer Blade 16 QHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4060,16,1000,SSD,16.0,0,41877.0,19703.0,51133500.0
New,Razer Blade 16 QHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4070,16,1000,SSD,16.0,0,41877.0,26942.0,57733665.0
New,Alurin Flex Advance,Alurin,Alurin,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,256,SSD,15.6,0,12868.0,1970.0,8233500.0
New,Alurin Flex Advance,Alurin,Flex Advance,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,500,SSD,15.6,0,12868.0,1970.0,9223500.0
New,Razer Blade 16 Dual UHD+FHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4070,32,1000,SSD,16.0,0,41877.0,26942.0,62699835.0
New,ASUS ZenBook 14 OLED UX3402VA-KM005W,Asus,ZenBook,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,16,512,SSD,14.0,0,18760.0,2657.0,20773665.0
New,Alurin Flex Advance,Alurin,Flex Advance,Intel Core i5-1155G7,Intel Iris Xe Graphics,8,256,SSD,15.6,0,9814.0,2657.0,7260000.0
New,Apple Macbook Air 2023,Apple,MacBook Air,Apple M2 8 Core 3500 MHz,Apple M2 GPU,8,256,SSD,15.3,0,15648.0,6300.0,26383500.0
New,HP 250 G9,HP,250,Intel Core i3-1215U,Intel UHD Graphics,8,512,SSD,15.6,0,10548.0,1495.0,6568650.0
Refurbished,ASUS ROG Strix G17 G713PV-HX058,Asus,ROG,AMD Ryzen 9 7845HX,RTX 4060,32,1000,SSD,17.3,0,45221.0,19703.0,34633500.0
New,HP 15s-fq4106ns,HP,15S,Intel Core i5-1155G7,Intel Iris Xe Graphics,8,256,SSD,15.6,0,9814.0,2657.0,7496445.0
New,HP 15S-FQ4059NS,HP,15S,Intel Core i5-1155G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9814.0,2657.0,8164365.0
New,Alurin Flex Advance,Alurin,Flex Advance,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,256,SSD,15.6,0,12868.0,1970.0,6583500.0
New,ASUS TUF Gaming F15 Fx506lhb-hn359,Asus,TUF,Intel Core i5-10300H,GTX 1650,16,512,SSD,15.6,0,8283.0,7878.0,11863665.0
New,Alurin Flex Advance,Alurin,Alurin,Intel Core i7-1255U,Intel Iris Xe Graphics,8,500,SSD,15.6,0,13289.0,2657.0,14338500.0
New,HP 250 G9,HP,250,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,13289.0,2657.0,13596000.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Apple M2 Pro GPU,32,1000,SSD,16.2,0,26649.0,12450.0,57733665.0
New,Lenovo V15 G2,Lenovo,V15,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,8183835.0
New,MSI Raider GE78HX 13VG-040ES,MSI,Raider,Intel Core i7-13700HX,RTX 4070,32,1000,SSD,17.0,0,32855.0,26942.0,49483500.0
New,Lenovo ThinkBook 15p,Lenovo,ThinkBook,Intel Core i7-10750H,GTX 1650,16,1000,SSD,15.6,0,11662.0,7878.0,20113500.0
New,Lenovo ThinkPad E15 Gen 4,Lenovo,ThinkPad,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,13289.0,2657.0,23017500.0
New,ASUS ExpertBook B1 B1502CBA-EJ0425,Asus,ExpertBook,Intel Core i5-1235U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,12993.0,2657.0,11467500.0
New,MSI Creator Z16 HX Studio B13VFTO-027ES,MSI,Creator,Intel Core i9-13950HX,RTX 4060,64,2000,SSD,16.0,1,41877.0,19703.0,50511615.0
New,HP 250 G9,HP,250,Intel Core i3-1215U,Intel UHD Graphics,8,512,SSD,15.6,0,10548.0,1495.0,7474500.0
New,Acer Chromebook 317,Acer,Chromebook,Intel Celeron N4500,Intel UHD Graphics,8,128,eMMC,17.3,0,1882.0,1495.0,8233500.0
New,Dynabook Toshiba Satellite Pro C50-G-10F,Dynabook Toshiba,Satellite Pro,Intel Core i7-10510U,Intel UHD Graphics,8,256,SSD,15.6,0,6492.0,1495.0,11533500.0
New,HP 15S-FQ2160NS,HP,15S,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,6494235.0
New,Dell XPS 13 9315,Dell,XPS,Intel Core i5-1230U,Intel Iris Xe Graphics,16,512,SSD,13.4,0,10809.0,2657.0,34043790.0
New,HP OMEN 17-ck2001ns,HP,Omen,Intel Core i7-13700HX,RTX 4080,32,1000,SSD,17.3,0,32855.0,34435.0,49483665.0
New,Lenovo Legion Pro 7 16IRX8,Lenovo,Legion,Intel Core i9-13900HX,RTX 4070,32,1000,SSD,16.0,0,43218.0,26942.0,44368665.0
New,Acer ConceptD 3 CN316-73G-74FZ,Acer,ConceptD,Intel Core i7-11800H,GTX 1650,16,512,SSD,16.0,0,20086.0,7878.0,29683500.0
New,Lenovo V15 G3 IAP,Lenovo,V15,Intel Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,15.6,0,12993.0,2657.0,9568350.0
New,Acer Predator Helios 300 PH317-55,Acer,Predator,Intel Core i7-11800H,RTX 3060,16,1000,SSD,17.3,0,20086.0,16840.0,29683500.0
New,ASUS F515EA-BQ1625W,Asus,F515,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,6732000.0
New,Acer Chromebook 516 GE CBG516-1H-72EW,Acer,Chromebook,Intel Core i7-1260P,Intel Iris Xe Graphics,16,256,SSD,16.0,0,16814.0,2657.0,18793665.0
New,Acer Nitro 5 AN515-45-R5ZJ,Acer,Nitro,AMD Ryzen 9 5900HX,RTX 3080,16,1000,SSD,15.6,0,22369.0,25128.0,39583665.0
New,Dell Latitude 9510,Dell,Latitude,Intel Core i5-10210U,Intel UHD Graphics,8,256,SSD,15.0,0,6136.0,1495.0,26383500.0
New,Lenovo IdeaPad IP 5 Chrome 16IAU7,Lenovo,IdeaPad,Intel Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,16.0,0,12993.0,2657.0,21027105.0
New,Lenovo Legion 5 15ACH6-276 Ryzen 7 5800H,Lenovo,Legion,AMD Ryzen 7 5800H,RTX 3060,16,1000,SSD,15.6,0,20856.0,16840.0,25635720.0
New,MSI Creator Pro M16 B13VI-1023ES,MSI,Creator,Intel Core i7-13700H,RTX A1000,16,1000,SSD,16.0,0,26456.0,10607.0,32673300.0
New,MSI Creator Pro M16 B13VI-1024XES,MSI,Creator,Intel Core i7-13700H,RTX A1000,16,1000,SSD,16.0,0,26456.0,10607.0,29245095.0
New,MSI Creator Pro M16 B13VK-1021ES,MSI,Creator,Intel Core i7-13700H,RTX 3000 Ada Generation,32,1000,SSD,16.0,0,26456.0,15870.0,44672760.0
New,MSI Katana 17 B13VFK-087ES,MSI,Katana,Intel Core i7-13620H,RTX 4060,16,1000,SSD,17.3,0,24272.0,19703.0,32983500.0
New,ASUS ExpertBook B3 Flip B3402FEA-EC0765X,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,256,SSD,14.0,1,9564.0,2657.0,13843500.0
New,ASUS P1412CEA-EK1154X,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,14.0,0,9564.0,2657.0,10727145.0
New,Microsoft Surface Pro 9 Grafito,Microsoft,Surface Pro,Intel Evo Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,13.0,1,13289.0,2657.0,36118500.0
New,Microsoft Surface Laptop Studio,Microsoft,Surface Laptop,Intel Core i5-11300H,Intel Iris Xe Graphics,16,256,SSD,14.4,1,10849.0,2657.0,28033665.0
New,ASUS ExpertBook B1 B1502CBA-EJ0439,Asus,ExpertBook,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,13289.0,2657.0,13200000.0
Refurbished,HP EliteBook 850 G4,HP,EliteBook,Intel Core i5-7300U,Intel HD Graphics 620,8,256,SSD,15.6,0,3640.0,921.0,11137500.0
New,MSI Creator M16 A12UC-090XES,MSI,Creator,Intel Core i7-12700H,RTX 3050,16,1000,SSD,16.0,0,25766.0,9466.0,24733500.0
New,HP 15S-EQ2051NS,HP,15S,AMD Ryzen 3 5300U,AMD Radeon Graphics,8,256,SSD,15.6,0,9612.0,1539.0,7127835.0
New,HP ProBook 455 G10,HP,ProBook,AMD Ryzen 7 7730U,AMD Radeon Graphics,16,512,SSD,15.6,0,18183.0,2433.0,14849835.0
New,ASUS E510MA-EJ1188W,Asus,E510,Intel Celeron N4020,Intel UHD Graphics 600,8,256,SSD,15.6,0,1546.0,317.0,5444835.0
New,Alurin Go,Alurin,Go,Intel Pentium N4200,Intel HD Graphics 505,8,256,SSD,14.1,0,2169.0,361.0,6583500.0
New,HP ProBook 450 G9,HP,ProBook,Intel Core i7-1255U,Intel Iris Xe Graphics,16,1000,SSD,15.6,0,13289.0,2657.0,21648000.0
New,HP Victus 16-d1012np,HP,Victus,Intel Core i7-12700H,RTX 3050,8,512,SSD,16.1,0,25766.0,9466.0,21936915.0
New,Lenovo IdeaPad 3 15ITL6,Lenovo,IdeaPad,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,9883500.0
New,Acer Extensa 15 EX215-54,Acer,Extensa,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,256,SSD,15.6,0,9564.0,2657.0,8662335.0
New,MSI Modern 14 C12M-052ES,MSI,Modern,Intel Core i7-1255U,Intel Iris Xe Graphics,16,1000,SSD,14.0,0,13289.0,2657.0,18958500.0
Refurbished,Microsoft Surface Pro 6,Microsoft,Surface Pro,Intel Core i5-8250U,Intel UHD Graphics 620,8,256,SSD,12.3,1,5821.0,1042.0,22258500.0
New,MSI Creator Z16 HX Studio B13VGTO-032ES,MSI,Creator,Intel Core i9-13950HX,RTX 4070,64,1000,SSD,16.0,1,41877.0,26942.0,54268665.0
Refurbished,MSI Creator Z17 HX Studio A13VGT-041ES,MSI,Creator,Intel Core i9-13950HX,RTX 4070,64,2000,SSD,17.0,1,41877.0,26942.0,56017335.0
New,HP 250 G9,HP,250,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,15.6,0,13289.0,2657.0,12971310.0
New,ASUS Vivobook Pro 15 M6500QE,Asus,VivoBook,AMD Ryzen 7 5800H,RTX 3050,16,1000,SSD,15.6,0,20856.0,9466.0,24775575.0
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Apple M2 Pro GPU,16,1000,SSD,16.2,0,26649.0,12450.0,49483665.0
New,ASUS TUF GAMING A15 FA507NU-R77B46CS1,Asus,TUF,AMD Ryzen 7 7735HS,RTX 4060,16,512,SSD,15.6,0,23295.0,19703.0,24749340.0
Refurbished,Dell Latitude E5440,Dell,Latitude,Intel Core i5-4310U,Intel HD Graphics 4400,8,128,SSD,14.0,0,2532.0,523.0,6253500.0
Refurbished,Lenovo ThinkPad T470,Lenovo,ThinkPad,Intel Core i5-7300U,Intel HD Graphics 620,16,256,SSD,14.0,0,3640.0,921.0,9487500.0
New,Samsung Galaxy Book3 Pro,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe Graphics,16,512,SSD,14.0,0,18760.0,2657.0,31168500.0
New,Lenovo Yoga Slim 7 Pro 14ARH7,Lenovo,Yoga,AMD Ryzen 5 6600HS,AMD Radeon Graphics,8,512,SSD,14.0,0,18141.0,3766.0,16153500.0
New,LG Gram 17Z90R-E.AD75B,LG,Gram,Intel Evo Core i7-1360P,RTX 3050,32,512,SSD,17.0,0,18760.0,9466.0,39583500.0
